# BugSigDB 2026-01-12_00:01_UTC, License: Creative Commons Attribution 4.0 International, URL: https://bugsigdb.org
BSDB ID,Study,Study design,PMID,DOI,URL,Authors list,Title,Journal,Year,Keywords,Experiment,Location of subjects,Host species,Body site,UBERON ID,Condition,EFO ID,Group 0 name,Group 1 name,Group 1 definition,Group 0 sample size,Group 1 sample size,Antibiotics exclusion,Sequencing type,16S variable region,Sequencing platform,Data transformation,Statistical test,Significance threshold,MHT correction,LDA Score above,Matched on,Confounders controlled for,Pielou,Shannon,Chao1,Simpson,Inverse Simpson,Richness,Signature page name,Source,Curated date,Curator,Revision editor,Description,Abundance in Group 1,MetaPhlAn taxon names,NCBI Taxonomy IDs,State,Reviewer
bsdb:34963452/150/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 150,China,Homo sapiens,Feces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/151/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 151,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/152/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 152,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/153/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 153,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/154/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 154,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/155/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 155,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/156/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 156,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/157/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 157,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/158/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 158,China,Homo sapiens,Feces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/159/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 159,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/160/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 160,China,Homo sapiens,Feces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/161/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 161,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/162/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 162,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/163/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 163,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/164/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 164,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/165/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 165,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/166/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 166,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/167/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 167,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/168/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 168,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/169/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 169,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/170/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 170,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/171/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 171,China,Homo sapiens,Feces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/172/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 172,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/173/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 173,China,Homo sapiens,Feces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/174/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 174,China,Homo sapiens,Feces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/175/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 175,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/176/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 176,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/177/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 177,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/178/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 178,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/179/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 179,China,Homo sapiens,Feces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/180/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 180,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/181/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 181,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/182/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 182,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/183/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 183,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/184/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 184,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/185/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 185,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/186/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 186,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/187/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 187,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
